N,button_coverage,dead_repeat_rate,family,file,game,length,level,longest_streak,mean_first_try,nochange_rate,novel_alt_frac,novel_frac,outcome,retry,run,solved,valid_coverage
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,6,8.2,0.0,0.3,0.2,died,0,arc3-job9-visual-first,False,0.4
20,1.0,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,6,10.8,0.0,0.3,0.25,died,0,arc3-job9-visual-first,False,1.0
40,1.0,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,20,10.8,0.0,0.225,0.125,died,0,arc3-job9-visual-first,False,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,,,,,,died,,arc3-job9-visual-first,False,
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,5,8.0,0.0,0.2,0.2,died,2,arc3-job9-visual-first,False,0.4
20,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,6,12.2,0.0,0.2,0.15,died,2,arc3-job9-visual-first,False,0.6
40,0.8,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,8,17.8,0.0,0.15,0.1,died,2,arc3-job9-visual-first,False,0.8
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,70,2,,,,,,died,,arc3-job9-visual-first,False,
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,16,2,6,7.8,0.0,0.3,0.2,truncated,4,arc3-job9-visual-first,False,0.4
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,16,2,,,,,,truncated,,arc3-job9-visual-first,False,
10,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,42,1,4,7.2,0.1,0.3,0.3,truncated,0,arc3-job9-visual-first,False,0.6
20,0.8,0.15,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,42,1,4,10.0,0.1,0.2,0.2,truncated,0,arc3-job9-visual-first,False,0.8
40,1.0,0.175,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,42,1,4,10.6,0.075,0.125,0.125,truncated,0,arc3-job9-visual-first,False,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,42,1,,,,,,truncated,,arc3-job9-visual-first,False,
10,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,42,1,2,4.5,0.0,0.8,0.9,solved,0,best-7.36,True,0.75
20,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,42,1,3,7.0,0.0,0.7,0.65,solved,0,best-7.36,True,0.75
40,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,42,1,3,12.0,0.0,0.55,0.625,solved,0,best-7.36,True,0.75
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,42,1,,,,,,solved,,best-7.36,True,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,4,2,,,,,,died,,best-7.36,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,7,2,,,,,,died,,best-7.36,False,
10,0.4,0.0,Flash-Next (Kaggle),cn04-2fe56bfb_p0_events.jsonl,cn04,22,1,4,7.833333333333333,0.0,0.6,0.2,solved,0,best-7.36,True,0.3333333333333333
20,1.0,0.0,Flash-Next (Kaggle),cn04-2fe56bfb_p0_events.jsonl,cn04,22,1,5,11.166666666666666,0.0,0.8,0.25,solved,0,best-7.36,True,0.8333333333333334
0,,,Flash-Next (Kaggle),cn04-2fe56bfb_p0_events.jsonl,cn04,22,1,,,,,,solved,,best-7.36,True,
10,0.6,0.0,Flash-Next (Kaggle),cn04-2fe56bfb_p0_events.jsonl,cn04,29,2,7,6.666666666666667,0.0,0.6,0.3,truncated,0,best-7.36,False,0.5
20,1.0,0.0,Flash-Next (Kaggle),cn04-2fe56bfb_p0_events.jsonl,cn04,29,2,9,9.0,0.0,0.7,0.3,truncated,0,best-7.36,False,1.0
0,,,Flash-Next (Kaggle),cn04-2fe56bfb_p0_events.jsonl,cn04,29,2,,,,,,truncated,,best-7.36,False,
10,1.0,0.0,Flash-Next (Kaggle),dc22-fdcac232_p0_events.jsonl,dc22,84,1,3,4.2,0.1,0.5,0.5,truncated,0,best-7.36,False,1.0
20,1.0,0.15,Flash-Next (Kaggle),dc22-fdcac232_p0_events.jsonl,dc22,84,1,3,4.2,0.1,0.3,0.3,truncated,0,best-7.36,False,1.0
40,1.0,0.15,Flash-Next (Kaggle),dc22-fdcac232_p0_events.jsonl,dc22,84,1,3,4.2,0.125,0.375,0.3,truncated,0,best-7.36,False,1.0
0,,,Flash-Next (Kaggle),dc22-fdcac232_p0_events.jsonl,dc22,84,1,,,,,,truncated,,best-7.36,False,
10,1.0,0.0,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,35,1,3,5.333333333333333,0.2,0.7,0.5,solved,0,best-7.36,True,0.8333333333333334
20,1.0,0.15,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,35,1,4,7.0,0.15,0.45,0.25,solved,0,best-7.36,True,0.8333333333333334
0,,,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,35,1,,,,,,solved,,best-7.36,True,
10,0.6,0.0,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,48,2,4,7.666666666666667,0.0,0.3,0.3,truncated,0,best-7.36,False,0.5
20,0.8,0.1,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,48,2,4,12.5,0.1,0.25,0.2,truncated,0,best-7.36,False,0.6666666666666666
40,0.8,0.375,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,48,2,4,19.166666666666668,0.125,0.15,0.1,truncated,0,best-7.36,False,0.6666666666666666
0,,,Flash-Next (Kaggle),m0r0-492f87ba_p0_events.jsonl,m0r0,48,2,,,,,,truncated,,best-7.36,False,
10,0.6,0.1,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,63,1,4,7.666666666666667,0.1,0.3,0.3,truncated,0,best-7.36,False,0.5
20,0.8,0.1,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,63,1,6,10.666666666666666,0.1,0.25,0.25,truncated,0,best-7.36,False,0.8333333333333334
40,0.8,0.075,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,63,1,6,14.0,0.05,0.125,0.125,truncated,0,best-7.36,False,0.8333333333333334
0,,,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,63,1,,,,,,truncated,,best-7.36,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,23,1,1,,0.0,0.5,0.8,solved,0,best-7.36,True,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,23,1,2,,0.0,0.45,0.7,solved,0,best-7.36,True,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,23,1,,,,,,solved,,best-7.36,True,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,2,1,,0.0,0.6,0.9,died,0,best-7.36,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,2,2,,0.0,0.45,0.85,died,0,best-7.36,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,2,2,,0.0,0.4,0.875,died,0,best-7.36,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,2,,,,,,died,,best-7.36,False,
10,1.0,0.0,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,19,1,2,5.0,0.0,0.4,0.4,solved,0,best-7.36,True,1.0
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,19,1,,,,,,solved,,best-7.36,True,
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,4,2,,,,,,died,,best-7.36,False,
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,8,2,,,,,,died,,best-7.36,False,
10,0.75,0.0,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,10,2,2,4.5,0.0,0.3,0.3,solved,4,best-7.36,True,0.75
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,10,2,,,,,,solved,,best-7.36,True,
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,4,3,,,,,,died,,best-7.36,False,
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,7,3,,,,,,died,,best-7.36,False,
10,1.0,0.0,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,19,3,2,4.75,0.0,0.4,0.4,solved,4,best-7.36,True,1.0
0,,,Flash-Next (Kaggle),tu93-0768757b_p0_events.jsonl,tu93,19,3,,,,,,solved,,best-7.36,True,
10,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,22,1,4,4.25,0.0,0.5,0.3,died,0,armA,False,0.75
20,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,22,1,5,6.75,0.0,0.5,0.15,died,0,armA,False,0.75
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,22,1,,,,,,died,,armA,False,
10,0.3333333333333333,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,18,1,4,7.0,0.0,0.6,0.7,solved,2,armA,True,0.5
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,18,1,,,,,,solved,,armA,True,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,2,2,,,,,,died,,armA,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,7,2,,,,,,died,,armA,False,
10,0.3333333333333333,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,11,2,4,6.25,0.0,0.6,0.3,truncated,4,armA,False,0.5
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,11,2,,,,,,truncated,,armA,False,
10,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,26,1,1,6.0,0.0,0.9,1.0,solved,0,armA,True,0.75
20,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,26,1,5,8.5,0.0,0.65,0.65,solved,0,armA,True,0.75
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,26,1,,,,,,solved,,armA,True,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,4,2,,,,,,died,,armA,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,5,2,,,,,,died,,armA,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,7,2,,,,,,died,,armA,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,8,2,,,,,,died,,armA,False,
10,0.6666666666666666,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,12,2,2,5.75,0.0,0.7,0.5,truncated,8,armA,False,0.75
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,12,2,,,,,,truncated,,armA,False,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,4,1,,,,,,solved,,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,7,2,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,27,3,1,,0.0,1.0,1.0,solved,0,armA,True,
20,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,27,3,1,,0.05,0.8,0.8,solved,0,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,27,3,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,22,4,3,,0.0,0.6,0.6,solved,0,armA,True,
20,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,22,4,3,,0.0,0.6,0.6,solved,0,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,22,4,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,31,5,2,,0.0,0.9,0.9,truncated,0,armA,False,
20,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,31,5,2,,0.0,0.7,0.7,truncated,0,armA,False,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p0_events.jsonl,ft09,31,5,,,,,,truncated,,armA,False,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,6,1,,,,,,solved,,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,7,2,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,41,3,5,,0.0,0.6,0.6,solved,0,armA,True,
20,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,41,3,5,,0.05,0.65,0.65,solved,0,armA,True,
40,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,41,3,5,,0.025,0.525,0.525,solved,0,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,41,3,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,19,4,3,,0.0,0.5,0.5,solved,0,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,19,4,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,28,5,4,,0.0,0.7,0.7,solved,0,armA,True,
20,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,28,5,4,,0.05,0.75,0.75,solved,0,armA,True,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,28,5,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,13,6,1,,0.0,1.0,1.0,truncated,0,armA,False,
0,,,Flash-Next (Kaggle),ft09-0d8bbf25_p1_events.jsonl,ft09,13,6,,,,,,truncated,,armA,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,31,1,7,7.0,0.1,0.4,0.4,solved,0,armA,True,1.0
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,31,1,7,7.0,0.05,0.2,0.2,solved,0,armA,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,31,1,,,,,,solved,,armA,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,112,2,5,6.0,0.0,0.4,0.3,solved,0,armA,True,0.75
20,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,112,2,6,8.5,0.0,0.3,0.15,solved,0,armA,True,0.75
40,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,112,2,7,8.5,0.0,0.25,0.1,solved,0,armA,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,112,2,,,,,,solved,,armA,True,
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,8,3,,,,,,truncated,,armA,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,18,1,3,2.5,0.0,0.5,0.4,solved,0,armA,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,18,1,,,,,,solved,,armA,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,157,2,5,5.5,0.0,0.4,0.3,died,0,armA,False,0.75
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,157,2,5,5.5,0.0,0.25,0.2,died,0,armA,False,1.0
40,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,157,2,7,5.5,0.0,0.2,0.1,died,0,armA,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,157,2,,,,,,died,,armA,False,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,72,2,5,6.0,0.0,0.4,0.3,truncated,2,armA,False,0.75
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,72,2,7,8.0,0.0,0.3,0.2,truncated,2,armA,False,1.0
40,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,72,2,7,8.0,0.0,0.175,0.1,truncated,2,armA,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,72,2,,,,,,truncated,,armA,False,
10,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,34,1,3,,0.0,0.4,0.4,solved,0,armA,True,
20,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,34,1,3,,0.0,0.5,0.65,solved,0,armA,True,
0,,,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,34,1,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,47,2,3,,0.0,0.4,0.4,truncated,0,armA,False,
20,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,47,2,4,,0.0,0.25,0.25,truncated,0,armA,False,
40,,0.125,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,47,2,6,,0.125,0.225,0.225,truncated,0,armA,False,
0,,,Flash-Next (Kaggle),s5i5-18d95033_p0_events.jsonl,s5i5,47,2,,,,,,truncated,,armA,False,
10,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,22,1,3,,0.0,0.7,0.7,solved,0,armA,True,
20,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,22,1,7,,0.0,0.35,0.35,solved,0,armA,True,
0,,,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,22,1,,,,,,solved,,armA,True,
10,,0.0,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,72,2,2,,0.4,0.8,0.8,solved,0,armA,True,
20,,0.1,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,72,2,7,,0.3,0.55,0.55,solved,0,armA,True,
40,,0.4,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,72,2,7,,0.3,0.35,0.325,solved,0,armA,True,
0,,,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,72,2,,,,,,solved,,armA,True,
10,,0.1,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,16,3,4,,0.1,0.6,0.6,truncated,0,armA,False,
0,,,Flash-Next (Kaggle),s5i5-18d95033_p1_events.jsonl,s5i5,16,3,,,,,,truncated,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,118,1,5,6.5,0.0,0.3,0.3,truncated,0,armA,False,0.5
20,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,118,1,6,10.833333333333334,0.0,0.2,0.2,truncated,0,armA,False,0.6666666666666666
40,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,118,1,6,17.333333333333332,0.025,0.125,0.125,truncated,0,armA,False,0.8333333333333334
0,,,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,118,1,,,,,,truncated,,armA,False,
10,0.6,0.1,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,89,1,6,6.333333333333333,0.4,0.4,0.4,truncated,0,armA,False,0.6666666666666666
20,0.8,0.1,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,89,1,6,8.166666666666666,0.3,0.3,0.3,truncated,0,armA,False,0.8333333333333334
40,0.8,0.55,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,89,1,6,11.5,0.2,0.15,0.15,truncated,0,armA,False,0.8333333333333334
0,,,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,89,1,,,,,,truncated,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,7,6.5,0.0,0.7,0.3,died,0,armA,False,0.5
20,1.0,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,8,8.5,0.0,0.6,0.3,died,0,armA,False,1.0
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,,,,,,died,,armA,False,
10,0.8,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,4,5.5,0.0,0.7,0.5,died,2,armA,False,0.8333333333333334
20,0.8,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,8,7.166666666666667,0.0,0.6,0.25,died,2,armA,False,0.8333333333333334
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,,,,,,died,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,6,8.333333333333334,0.0,0.7,0.3,died,4,armA,False,0.5
20,0.8,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,9,12.833333333333334,0.0,0.65,0.2,died,4,armA,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,,,,,,died,,armA,False,
10,0.4,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,8,8.0,0.0,0.6,0.2,died,6,armA,False,0.3333333333333333
20,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,9,13.166666666666666,0.0,0.45,0.15,died,6,armA,False,0.5
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,,,,,,died,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,5,7.0,0.0,0.6,0.3,died,8,armA,False,0.5
20,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,9,12.0,0.0,0.45,0.15,died,8,armA,False,0.5
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,30,1,,,,,,died,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,26,1,7,7.5,0.0,0.4,0.3,solved,10,armA,True,0.5
20,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,26,1,7,11.0,0.0,0.55,0.35,solved,10,armA,True,0.6666666666666666
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,26,1,,,,,,solved,,armA,True,
10,0.8,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,22,2,6,8.0,0.0,0.9,0.4,died,0,armA,False,0.6666666666666666
20,0.8,0.0,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,22,2,6,11.333333333333334,0.0,0.7,0.2,died,0,armA,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sp80-589a99af_p0_events.jsonl,sp80,22,2,,,,,,died,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,30,1,7,6.5,0.0,0.7,0.3,died,0,armA,False,0.5
20,1.0,0.0,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,30,1,8,8.166666666666666,0.0,0.65,0.3,died,0,armA,False,1.0
0,,,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,30,1,,,,,,died,,armA,False,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,17,1,5,7.0,0.0,0.6,0.3,solved,2,armA,True,0.5
0,,,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,17,1,,,,,,solved,,armA,True,
10,0.6,0.0,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,16,2,3,7.5,0.0,0.4,0.3,died,0,armA,False,0.5
0,,,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,16,2,,,,,,died,,armA,False,
10,0.8,0.0,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,13,2,4,5.333333333333333,0.0,0.7,0.4,truncated,2,armA,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sp80-589a99af_p1_events.jsonl,sp80,13,2,,,,,,truncated,,armA,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,2,,0.0,0.6,0.7,died,0,armA,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,2,,0.0,0.5,0.6,died,0,armA,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,2,,0.0,0.3,0.5,died,0,armA,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,armA,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.4,0.8,died,2,armA,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.3,0.6,died,2,armA,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,3,,0.0,0.15,0.325,died,2,armA,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,armA,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,8,1,,,,,,truncated,,armA,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,1,,0.0,0.8,0.9,died,0,armA,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.65,0.8,died,0,armA,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.375,0.5,died,0,armA,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,,,,,,died,,armA,False,
